core_id,longitude,latitude,stratum,monitoring_year,core_type
PEM1,-78.0900735,44.1731239,yr00_05,2026,HR
PEM2,-78.0900737,44.1731234,yr05_10,2026,composite
PEM3,-78.0900737,44.1731239,yr10_15,2026,HR
PEM4,-78.0900731,44.1731232,yr15_20,2026,composite
PEM5,-78.0900733,44.1731235,yr00_05,2026,composite
PEM6,-78.0900739,44.1731231,yr05_10,2026,HR
BOS1,-78.0953499,44.1858117,yr00_05,2026,HR
BOS2,-78.0953492,44.1858116,yr00_05,2026,composite
