profile_id,dataset,latitude,longitude,total_depth_cm,n_layers,sum_OrgC_Stock_kgm2,mean_BDOD,mean_OrgC_pct,country_name,year,first,elevation_m,slope,elevationRelMHW,twi,dist_to_channel_m,tidal_flat_prob,coastal_dist_m,VV_mean,VH_mean,VVVH_ratio,B,G,R,B5,B6,B7,NIR,SWIR1,SWIR2,NDVI_median,LSWI_median,mNDWI_median,NDVI_stdDev,SAVI_median,tidal_wetness,MAT_C,MAP_mm
1049,Janousek,59.5563,-151.31259,31.0,5,12.477949999999998,1.16,3.8,,,0.18800888965127008,0,0.0,-0.5,6.907755278982137,313.2091979980469,0,384.1874694824219,-11.325935137664096,-19.413306953464357,8.08737181580026,,,,,,,,,,,,,,,,4.442210144927537,740.3913043478261
105,Janousek,48.5479,-122.5102,100.0,4,4.849,1.45,0.35,,,0.20279160161364568,0,0.0,-0.5,6.907755278982137,0.0,1,0.0,-21.3106730404641,-28.402221279708886,7.091548239244787,,,,,,,,,,,,,,,,10.605072463768115,823.6521739130435
1050,Janousek,59.55622,-151.31404,30.0,5,9.79575,1.12,2.85,,,0.186793936203507,0,0.0,-0.5,6.907755278982137,216.3330841064453,0,308.868896484375,-11.83824885370366,-19.258426731082693,7.420177877379032,,,,,,,,,,,,,,,,4.442210144927537,740.3913043478261
1051,Janousek,37.5514,-122.2383,102.0,13,20.2346,0.5292307692307692,3.992307692307692,,,0.03481877714975292,0,0.9274099469184875,-0.5,4.123500053280157,60.0,0,90.0,-10.877318878693025,-16.022324060748666,5.145005182055641,,,,,,,,,,,,,,,,15.147282608695651,427.0434782608696
106,Janousek,48.5479,-122.5105,100.0,4,4.0445,1.45,0.325,,,0.1941216643984249,0,0.0,-0.5,6.907755278982137,0.0,1,0.0,-21.233220017594522,-28.622745194609127,7.389525177014605,,,,,,,,,,,,,,,,10.605072463768115,823.6521739130435
1060,Janousek,38.167,-122.5513,101.0,101,29.9469,0.3940594059405941,9.586138613861388,,,0.06721906312185486,3,0.9274099469184875,2.5,4.123500053280157,42.42640686035156,0,84.85281372070312,-11.873697791666103,-16.783732462093333,4.91003467042723,,,,,,,,,,,,,,,,15.509963768115941,702.1739130434783
1063,Janousek,49.05003,-123.03683,50.05,35,12.9784655,0.5757142857142857,8.5,,,0.11057232176356759,5,2.331866979598999,4.5,3.2010062420292034,152.9705810546875,0,271.66156005859375,-11.792317732459047,-18.06198286682544,6.269665134366392,,,,,,,,,,,,,,,,10.764855072463767,1126.6521739130435
1064,Janousek,49.05031,-123.03469,50.0,27,21.768890000000003,0.5948148148148148,13.001851851851852,,,0.10201789486806316,4,1.8543341159820557,3.5,3.4303529125286274,212.1320343017578,0,283.0194396972656,-10.980312055368792,-16.153405681013254,5.173093625644462,,,,,,,,,,,,,,,,10.764855072463767,1126.6521739130435
1065,Janousek,49.048,-123.04686,50.0,26,15.48933,0.5957692307692307,9.726923076923075,,,0.11368368241819878,4,2.9756157398223877,3.5,2.9568771991402363,492.0365905761719,0,577.0615234375,-11.364071468555755,-16.30363641714403,4.939564948588275,,,,,,,,,,,,,,,,10.597644927536233,1046.608695652174
1066,Janousek,49.04725,-123.04589,100.0,27,68.6357,0.3214814814814815,24.124074074074077,,,0.13308474419986133,4,1.6914581060409546,3.5,3.5223463029370143,384.1874694824219,0,484.6648254394531,-10.793443856977072,-16.447327706186037,5.653883849208965,,,,,,,,,,,,,,,,10.597644927536233,1046.608695652174
1067,Janousek,49.04697,-123.04689,50.18,26,26.094179,0.42,13.475,,,0.10879299117249489,3,0.9274099469184875,2.5,4.123500053280157,408.04412841796875,0,492.0365905761719,-10.866930512480943,-16.117065771481066,5.250135259000123,,,,,,,,,,,,,,,,10.597644927536233,1046.608695652174
1068,Janousek,49.04811,-123.04428,30.0,22,13.5741875,0.5959090909090909,10.627272727272729,,,0.10856250225616883,4,0.0,3.5,6.907755278982137,335.4101867675781,0,510.0,-12.103835820579091,-16.75115552524654,4.6473197046674475,,,,,,,,,,,,,,,,10.764855072463767,1126.6521739130435
