profile_id,dataset,latitude,longitude,total_depth_cm,n_layers,sum_OrgC_Stock_kgm2,mean_BDOD,mean_OrgC_pct,country_name,year
1063,Janousek,49.05003,-123.03683,50.05,35,12.978465499999999,0.5757142857142857,8.5,NA,NA
1064,Janousek,49.05031,-123.03469,50,27,21.768890000000003,0.5948148148148148,13.001851851851852,NA,NA
1065,Janousek,49.048,-123.04686,50,26,15.489329999999999,0.5957692307692307,9.726923076923077,NA,NA
1066,Janousek,49.04725,-123.04589,100,27,68.6357,0.3214814814814815,24.124074074074073,NA,NA
1067,Janousek,49.04697,-123.04689,50.18,26,26.094178999999997,0.42,13.475,NA,NA
1068,Janousek,49.04811,-123.04428,30,22,13.5741875,0.5959090909090909,10.627272727272727,NA,NA
1069,Janousek,49.04878,-123.04572,30,22,10.975950000000001,0.53,11.845454545454546,NA,NA
107,Janousek,48.5479,-122.5108,100,4,4.9055,1.4024999999999999,0.325,NA,NA
1070,Janousek,49.04656,-123.04444,30,24,5.48355,0.9416666666666667,2.0770833333333334,NA,NA
1071,Janousek,49.04753,-123.04361,30,17,8.777735999999999,0.7058823529411765,7.1235294117647054,NA,NA
1072,Janousek,49.04658,-123.04183,50,30,10.253255999999999,0.7836666666666666,5.003333333333333,NA,NA
1073,Janousek,49.03,-123.0435,50,30,17.5397125,0.5453333333333333,8.645,NA,NA
1074,Janousek,49.04339,-123.04869,55,10,37.79725,0.527,24.105,NA,NA
1075,Janousek,24.8717,-111.9941,100,4,10.9924,1.5375,0.675,NA,NA
1076,Janousek,24.8407,-112.0291,100,5,13.724400000000001,0.808,2.12,NA,NA
1077,Janousek,25.2347,-112.0804,109.5,7,38.91075,0.7357142857142858,6.614285714285714,NA,NA
1078,Janousek,26.7751,-113.6586,138,4,13.975900000000001,0.8175,2,NA,NA
1079,Janousek,26.8066,-113.4789,111.5,4,21.1181,0.9175,2.95,NA,NA
108,Janousek,48.5479,-122.511,100,4,4.2135,1.46,0.325,NA,NA
1080,Janousek,32.795,-117.23,107.5,5,20.351,0.84,2.6,NA,NA
1081,Janousek,32.793,-117.227,107.5,5,9.885,1.044,0.9,NA,NA
1082,Janousek,32.9779,-117.26862,50,3,7.0992,1.16,1.1,NA,NA
1083,Janousek,32.978,-117.26862,50,4,8.8802,0.9975,4.125,NA,NA
1084,Janousek,32.97809,-117.26861,100,7,17.28745,0.77,3.928571428571429,NA,NA
1085,Janousek,32.97816,-117.26854,50,4,5.1295,0.9725,4.95,NA,NA
1086,Janousek,32.97828,-117.26859,50,4,5.819299999999999,0.8775,4.475,NA,NA
1087,Janousek,32.97838,-117.26859,50,3,4.47525,1.2233333333333334,0.7,NA,NA
1088,Janousek,32.97846,-117.26855,50,5,5.5368,1.1520000000000001,0.9,NA,NA
1089,Janousek,32.97851,-117.26855,50,4,5.774750000000001,1.1625,0.85,NA,NA
109,Janousek,48.3318,-122.4177,100,4,19.581,0.605,3.3,NA,NA
1090,Janousek,21.76147,-105.47792,115,3,12.543,1.5933333333333333,0.7,NA,NA
1091,Janousek,21.76094,-105.47828,120,3,16.688,1.2966666666666666,1.0666666666666667,NA,NA
1092,Janousek,21.76853,-105.46744,120,4,21.3216,1.6625,0.9249999999999999,NA,NA
1093,Janousek,15.06514,-92.75089,105,5,93.303,0.5619999999999999,20.02,NA,NA
1094,Janousek,15.06903,-92.75783,105,3,21.7715,0.9533333333333334,3.7666666666666666,NA,NA
1095,Janousek,15.20406,-92.81297,185,4,16.837999999999997,1.1824999999999999,1.9,NA,NA
1096,Janousek,15.05947,-92.74511,135,4,74.01650000000001,1.135,12.649999999999999,NA,NA
1097,Janousek,43.73521,-124.11925,101,77,31.469725,0.9631168831168831,3.9503246753246755,NA,NA
1099,Janousek,43.69833,-123.99628,102,69,21.247475,0.957391304347826,2.7804347826086957,NA,NA
11,Janousek,38.2007,-122.0285,30,5,12.255625,0.244,17.23,NA,NA
110,Janousek,48.3319,-122.4176,100,4,20.107499999999998,0.48,4.6,NA,NA
1100,Janousek,40.68531,-124.27169,111,47,43.934375,0.91,5.884042553191489,NA,NA
1101,Janousek,40.62911,-124.31381,101,47,17.70585,1.117872340425532,2.1287234042553194,NA,NA
1102,Janousek,40.63481,-124.26786,100.5,104,21.4569875,1.3303846153846153,1.7286057692307693,NA,NA
1103,Janousek,30.45514,-116.02961,50,25,14.1402,0.9144,3.187,NA,NA
1104,Janousek,30.46704,-115.97685,48,24,19.3118,0.4275,10.754166666666666,NA,NA
1105,Janousek,30.45512,-116.03055,50,25,14.9135,0.5688,6.148,NA,NA
1106,Janousek,30.46194,-115.94866,50,50,18.62995,0.6036,6.3135,NA,NA
1107,Janousek,30.46092,-115.94707,50,17,22.875700000000002,0.4535294117647059,10.385294117647058,NA,NA
1108,Janousek,30.42396,-115.94191,50,25,10.1375,1.3832,1.948,NA,NA
1109,Janousek,30.50595,-115.997,50,25,19.134900000000002,0.4796,8.482,NA,NA
111,Janousek,48.3321,-122.4174,100,4,19.5835,0.6225,3.125,NA,NA
1110,Janousek,30.50995,-115.98969,50,25,18.7265,0.4524,9.928,NA,NA
1111,Janousek,30.49848,-116.00033,50,25,22.5075,0.4456,11.927999999999999,NA,NA
1112,Janousek,30.49914,-115.97571,50,21,15.311200000000001,0.6976190476190476,5.961904761904762,NA,NA
1113,Janousek,30.49443,-115.98087,50,25,22.47715,0.448,10.219,NA,NA
1114,Janousek,30.469,-115.97857,50,25,11.452399999999999,0.6068,5.172,NA,NA
1115,Janousek,30.42667,-115.97639,102,30,3.7990500000000003,1.461,0.31,NA,NA
1116,Janousek,30.45083,-115.99528,51,31,6.805275,1.57,0.8564516129032258,NA,NA
1117,Janousek,30.495,-115.995,103,31,7.256,1.4422580645161291,0.6362903225806452,NA,NA
1118,Janousek,34.107,-119.08927,50,20,8.5901,0.801,2.12,NA,NA
1119,Janousek,34.10627,-119.08993,50,21,11.2034,0.9328571428571428,2.7523809523809524,NA,NA
112,Janousek,48.3323,-122.4173,100,4,24.5685,0.4425,5.8500000000000005,NA,NA
1120,Janousek,34.10512,-119.0904,50,22,10.279,0.7977272727272727,2.8045454545454547,NA,NA
1121,Janousek,34.09917,-119.0807,50,22,9.279300000000001,1.0536363636363637,3.265909090909091,NA,NA
1122,Janousek,34.0987,-119.081,50,20,11.5371,0.9400000000000001,3.7475,NA,NA
1123,Janousek,34.09842,-119.08142,50,21,9.3757,0.9928571428571429,3.045238095238095,NA,NA
113,Janousek,48.3324,-122.4172,100,4,24.113,0.5125,5.3,NA,NA
1130,Janousek,32.57582,-117.12968,50,25,10.5447,0.5256,4.146,NA,NA
1131,Janousek,32.57512,-117.1282,50,24,12.8837,0.5470833333333334,5.495833333333334,NA,NA
1132,Janousek,32.56895,-117.13143,50,21,12.7659,0.5109523809523809,5.29047619047619,NA,NA
1133,Janousek,32.57222,-117.13038,50,25,13.6549,0.6032,4.934,NA,NA
1134,Janousek,32.56078,-117.12851,50,20,11.4917,1.0855,4.1625,NA,NA
1135,Janousek,32.56208,-117.12733,50,18,10.6475,1.373888888888889,3.897222222222222,NA,NA
1139,Janousek,34.40257,-119.5344,50,23,12.3499,0.7143478260869566,4.497826086956522,NA,NA
114,Janousek,48.3326,-122.417,100,4,23.0475,0.49,5.1,NA,NA
1140,Janousek,34.40207,-119.536,50,25,13.2932,0.5828,5.236,NA,NA
1141,Janousek,34.3988,-119.5356,50,25,14.8145,0.764,4.006,NA,NA
1142,Janousek,34.40093,-119.53897,50,25,15.052800000000001,0.7916,4.19,NA,NA
