profile_id,dataset,latitude,longitude,total_depth_cm,n_layers,sum_OrgC_Stock_kgm2,mean_BDOD,mean_OrgC_pct,country_name,year
1143,Janousek,34.40275,-119.54217,50,21,5.3884,1.2028571428571428,2.557142857142857,NA,NA
1144,Janousek,34.40437,-119.54443,50,25,11.4391,1.164,2.894,NA,NA
1148,Janousek,30.45444,-116.02417,100,61,31.122700000000002,0.3521311475409836,11.393032786885247,NA,NA
1149,Janousek,30.43611,-116.01611,100,60,38.419,0.31133333333333335,13.23125,NA,NA
115,Janousek,43.3196,-124.3313,100,4,39.3435,0.385,11.9,NA,NA
1150,Janousek,30.43833,-116.01194,50,50,6.0254,1.3094,0.939,NA,NA
1151,Janousek,30.45,-116.01722,60,52,9.63135,1.0921153846153846,1.625,NA,NA
1153,Janousek,38.31345,-123.05528,30,11,17.3517,1.0163636363636364,5.890909090909091,NA,NA
1154,Janousek,38.31145,-123.05628,30,11,2.7043,1.009090909090909,0.9,NA,NA
1155,Janousek,38.32145,-123.05328,30,11,19.0366,1.0754545454545454,5.463636363636364,NA,NA
1156,Janousek,38.3119,-123.05432,30,11,2.5963,1.0572727272727274,0.8681818181818182,NA,NA
116,Janousek,43.3195,-124.3315,100,4,36.475,0.3375,12.425,NA,NA
1162,Janousek,38.31245,-123.05432,30,11,1.633,1.0554545454545454,0.5409090909090909,NA,NA
1164,Janousek,37.9186,-122.688,100,8,16.379625,0.8312499999999999,3.1468749999999996,NA,NA
1165,Janousek,37.9185,-122.6876,100,8,19.432125,0.71625,3.209375,NA,NA
1166,Janousek,38.20002,-122.03369,100,8,25.075,0.49374999999999997,6.04375,NA,NA
1167,Janousek,38.20014,-122.02914,100,8,35.008375,0.19375,19.484375,NA,NA
1168,Janousek,38.03809,-121.86569,100,8,28.44025,0.24625,12.175,NA,NA
1169,Janousek,38.03787,-121.86625,100,8,31.3010625,0.1575,22.15625,NA,NA
117,Janousek,43.3194,-124.3317,100,4,27.403000000000002,0.585,4.95,NA,NA
1170,Janousek,38.11502,-122.47405,100,8,10.020937499999999,0.65375,1.6468749999999999,NA,NA
1171,Janousek,38.11616,-122.47442,100,8,12.02675,0.67,1.93125,NA,NA
1172,Janousek,38.23562,-121.66638,100,7,14.6590625,0.4971428571428571,3.310714285714286,NA,NA
1173,Janousek,38.23413,-121.67166,100,8,23.7685,0.54,4.978125,NA,NA
1174,Janousek,38.18989,-122.55004,100,8,13.803187500000002,0.65875,2.0875,NA,NA
1175,Janousek,38.19091,-122.55017,100,7,18.50975,0.2885714285714286,6.964285714285714,NA,NA
118,Janousek,43.3194,-124.332,100,4,27.1685,0.725,4.15,NA,NA
1183,Janousek,46.90076,-123.99249,50,25,22.4539,0.668,9.888,NA,NA
1184,Janousek,46.90092,-123.99227,52.800000000000004,24,21.56748,0.56375,8.10625,NA,NA
1185,Janousek,46.89161,-123.98713,50.400000000000006,24,23.089395000000003,0.7941666666666667,6.620833333333334,NA,NA
1186,Janousek,46.89159,-123.98741,50,25,27.439600000000002,0.6452,13.086,NA,NA
1187,Janousek,46.88344,-123.96451,52.5,25,27.395025,0.436,13.831999999999999,NA,NA
1188,Janousek,46.88339,-123.96458,50,25,26.7306,0.5876,10.846,NA,NA
1189,Janousek,46.88284,-123.9659,50.400000000000006,24,22.019235000000002,0.36125,13.10625,NA,NA
119,Janousek,43.3193,-124.3322,100,4,31.6525,0.485,7.5,NA,NA
1190,Janousek,46.88284,-123.96569,50.6,23,24.92556,0.33695652173913043,17.495652173913044,NA,NA
1197,Janousek,48.30151,-122.35994,50.6,23,13.238500000000002,0.4830434782608696,5.671739130434783,NA,NA
1198,Janousek,48.30149,-122.35986,50.400000000000006,24,14.433720000000001,0.48583333333333334,6.229166666666667,NA,NA
12,Janousek,38.2004,-122.0293,30,5,14.940875,0.212,23.115,NA,NA
120,Janousek,43.3192,-124.3324,100,4,33.028,0.5349999999999999,7.2,NA,NA
1201,Janousek,48.317,-122.347,51.91,25,14.91602,0.9712,3.52,NA,NA
1203,Janousek,48.33319,-122.41499,50.400000000000006,24,14.542815000000001,0.4395833333333333,6.65,NA,NA
1204,Janousek,48.3334,-122.41499,50.400000000000006,24,14.451780000000001,0.4920833333333333,5.94375,NA,NA
1207,Janousek,48.45395,-122.47317,52.5,25,17.792775000000002,0.3528,10.152,NA,NA
1208,Janousek,48.45398,-122.47303,50.400000000000006,24,14.875245000000001,0.3775,7.820833333333334,NA,NA
121,Janousek,43.3682,-124.185,100,4,36.634,0.3025,11.15,NA,NA
1213,Janousek,23.1526,-106.3341,54,54,26.810225,0.5305555555555556,9.425462962962962,NA,NA
1214,Janousek,23.1522,-106.3333,100,85,37.2858,0.699764705882353,6.928823529411765,NA,NA
1215,Janousek,23.1554,-106.3268,100,77,46.559,0.3631168831168831,14.041883116883117,NA,NA
1216,Janousek,23.1551,-106.3263,50,50,23.618775,0.5512,8.586,NA,NA
122,Janousek,43.3684,-124.185,100,4,31.3085,0.39,8.075,NA,NA
1229,Janousek,48.519,-122.506,50,16,4.8184000000000005,1.335,0.71875,NA,NA
123,Janousek,43.3686,-124.1849,100,4,39.2745,0.35,11.125,NA,NA
1230,Janousek,48.519,-122.506,50,16,5.5553,1.25875,0.878125,NA,NA
1231,Janousek,48.519,-122.506,50,16,4.79445,1.323125,0.728125,NA,NA
1232,Janousek,48.519,-122.506,50,16,4.45565,1.31875,0.671875,NA,NA
1233,Janousek,48.519,-122.506,100,21,9.33145,1.312857142857143,0.7738095238095238,NA,NA
1234,Janousek,48.519,-122.506,50,16,4.773700000000001,1.318125,0.746875,NA,NA
1235,Janousek,48.519,-122.506,50,16,6.2546,1.19,1.003125,NA,NA
1236,Janousek,48.519,-122.506,100,20,13.84295,1.2405,1.07,NA,NA
1237,Janousek,48.519,-122.506,30,12,3.44395,1.365,0.9541666666666667,NA,NA
1238,Janousek,48.519,-122.506,100,21,11.43835,1.3157142857142858,1.1428571428571428,NA,NA
1239,Janousek,48.519,-122.506,100,21,15.731100000000001,1.1890476190476191,1.3595238095238096,NA,NA
124,Janousek,43.3687,-124.1849,100,4,37.721999999999994,0.355,9.75,NA,NA
1240,Janousek,48.519,-122.506,100,22,12.89585,1.0877272727272727,1.4863636363636363,NA,NA
1241,Janousek,48.458,-122.47,100,6,24.714749999999995,0.5916666666666667,5.258333333333334,NA,NA
1243,Janousek,48.458,-122.47,100,7,27.046,0.6942857142857143,5.157142857142857,NA,NA
1245,Janousek,48.458,-122.47,100,6,25.30025,0.74,4.058333333333334,NA,NA
1246,Janousek,48.458,-122.47,100,7,28.0558,0.7142857142857143,4.185714285714286,NA,NA
1249,Janousek,48.332,-122.415,100,6,19.88475,0.6783333333333333,3.1083333333333334,NA,NA
125,Janousek,43.3689,-124.1849,100,4,24.740000000000002,0.3125,8.925,NA,NA
1250,Janousek,48.332,-122.415,100,5,9.298125,0.35200000000000004,2.88,NA,NA
1251,Janousek,15.12973,-92.75359,143,4,59.368700000000004,0.265,17.05,NA,NA
1252,Janousek,15.12973,-92.75359,150,4,75.96,0.2625,18.375,NA,NA
1253,Janousek,15.12976,-92.7543,150,4,59.528999999999996,0.185,20.474999999999998,NA,NA
1254,Janousek,15.12978,-92.75453,150,4,62.46600000000001,0.23249999999999998,17.8,NA,NA
1255,Janousek,15.12979,-92.75476,150,4,59.1715,0.1875,22.75,NA,NA
1256,Janousek,15.12981,-92.75499,150,4,65.9655,0.215,22.65,NA,NA
1257,Janousek,15.15673,-92.77893,150,4,55.445,0.34249999999999997,12.9,NA,NA
1258,Janousek,15.15658,-92.7791,152,4,50.4453,0.28250000000000003,15.35,NA,NA
1259,Janousek,15.15643,-92.77929,150,4,62.072,0.25,18.5,NA,NA
126,Janousek,43.3691,-124.1849,100,4,26.203000000000003,0.5125,5.4,NA,NA
1260,Janousek,15.15632,-92.77941,147,4,67.8537,0.315,16.575,NA,NA
1261,Janousek,15.15613,-92.77961,145,4,72.58200000000001,0.46,17.225,NA,NA
1262,Janousek,15.156,-92.7798,50,3,23.644,0.24000000000000002,20.2,NA,NA
1263,Janousek,15.17882,-92.80398,144,4,65.06120000000001,0.2,28.025,NA,NA
1264,Janousek,15.17882,-92.80398,150,4,59.266000000000005,0.195,22.2,NA,NA
1265,Janousek,15.17882,-92.80398,150,4,53.45400000000001,0.2225,20.475,NA,NA
1266,Janousek,15.1787,-92.8054,150,4,60.291000000000004,0.22749999999999998,17.975,NA,NA
1267,Janousek,15.1787,-92.8054,150,4,69.8495,0.2225,20.65,NA,NA
1268,Janousek,15.1787,-92.8054,150,4,62.211,0.41500000000000004,14.975,NA,NA
1269,Janousek,15.1762,-92.8486,122,4,59.538599999999995,0.305,15.174999999999999,NA,NA
127,Janousek,48.3217,-122.3952,100,4,34.738,0.935,4.625,NA,NA
1270,Janousek,15.1762,-92.8486,100,4,43.490500000000004,0.42000000000000004,15.924999999999999,NA,NA
1271,Janousek,15.1762,-92.8486,100,4,50.361999999999995,0.29,17.25,NA,NA
1272,Janousek,15.1762,-92.8486,153,4,94.24180000000001,0.3075,20,NA,NA
1273,Janousek,15.1762,-92.8486,100,4,50.5105,0.21,21.950000000000003,NA,NA
1274,Janousek,15.1762,-92.8486,163,4,58.392500000000005,0.225,19.3,NA,NA
1275,Janousek,15.1804,-92.8381,150,4,57.827000000000005,0.24,19.6,NA,NA
1276,Janousek,15.1804,-92.8381,150,4,70.40950000000001,0.28,18.6,NA,NA
1277,Janousek,15.1804,-92.8381,150,4,65.6915,0.2225,21.075,NA,NA
1278,Janousek,15.1804,-92.8381,150,4,96.86800000000001,0.28500000000000003,21.325,NA,NA
1279,Janousek,15.1804,-92.8381,150,4,82.6435,0.2925,23.25,NA,NA
128,Janousek,48.3217,-122.3949,100,4,22.998,0.57,4.4,NA,NA
1280,Janousek,15.1804,-92.8381,150,4,69.05650000000001,0.2275,19.425,NA,NA
1281,Janousek,15.20327,-92.88464,100,4,12.639,0.7225,3.025,NA,NA
1282,Janousek,15.20327,-92.88464,126,4,27.0323,0.5975,4.175,NA,NA
1283,Janousek,15.20327,-92.88464,138,4,33.749100000000006,0.47000000000000003,6.925,NA,NA
1284,Janousek,15.2033,-92.88582,150,4,48.32,0.66,5.075,NA,NA
1285,Janousek,15.2033,-92.88582,150,4,63.8745,0.44,12.05,NA,NA
1286,Janousek,15.2033,-92.82783,150,4,46.2675,0.2525,15.325000000000001,NA,NA
1287,Janousek,15.1648,-92.8278,110,4,10.126999999999999,0.9774999999999999,1.2,NA,NA
1288,Janousek,15.1648,-92.8278,102,4,13.3835,1.2675,1.575,NA,NA
1289,Janousek,15.1648,-92.8278,115,4,9.4245,1.04,1.325,NA,NA
129,Janousek,48.3218,-122.3947,100,4,20.822000000000003,0.395,6.1000000000000005,NA,NA
1290,Janousek,15.1648,-92.8278,121,4,15.9186,1,2.125,NA,NA
1291,Janousek,15.1648,-92.8278,106,4,24.5895,1.105,2.3,NA,NA
1292,Janousek,15.1648,-92.8278,137,4,35.299800000000005,0.8875000000000001,4.2,NA,NA
1299,Janousek,15.0321,-92.7081,100,4,23.744,0.6775,4.45,NA,NA
13,Janousek,38.1996,-122.0304,30,5,14.637625,0.246,20.14,NA,NA
130,Janousek,48.3218,-122.3944,100,4,23.277,0.44,5.449999999999999,NA,NA
1300,Janousek,15.0321,-92.7081,100,4,32.95,0.335,13.45,NA,NA
1301,Janousek,15.0321,-92.7081,100,4,19.567,0.505,3.15,NA,NA
1302,Janousek,15.0321,-92.7081,100,4,25.638500000000004,0.4625,8.8,NA,NA
1303,Janousek,15.0321,-92.7081,100,4,46.7125,0.4125,14.35,NA,NA
1304,Janousek,15.0321,-92.7081,100,4,27.897000000000002,0.49,7.75,NA,NA
1305,Janousek,36.81199,-121.74547,100,7,26.25975,0.6285714285714286,4.035714285714286,NA,NA
1306,Janousek,36.81203,-121.74995,100,7,18.862125,0.48714285714285716,5.4714285714285715,NA,NA
1307,Janousek,36.82821,-121.7452,100,7,31.5895,0.4685714285714286,7.667857142857143,NA,NA
1308,Janousek,36.81206,-121.75219,100,7,25.28,0.6842857142857143,3.85,NA,NA
1309,Janousek,36.80841,-121.74777,100,7,26.862000000000002,0.3628571428571429,9.232142857142858,NA,NA
131,Janousek,48.3219,-122.3942,100,4,21.488,0.3975,6.15,NA,NA
1310,Janousek,36.81021,-121.74774,100,7,25.41575,0.5228571428571429,5.535714285714286,NA,NA
1311,Janousek,36.81201,-121.74771,100,7,28.338124999999998,0.6142857142857143,5.457142857142857,NA,NA
1312,Janousek,36.81381,-121.74768,100,7,28.042875000000002,0.6485714285714286,5.353571428571429,NA,NA
1314,Janousek,36.81569,-121.75438,100,7,13.963624999999999,0.46,4.103571428571429,NA,NA
1315,Janousek,36.82673,-121.74331,100,7,8.654,0.7314285714285714,1.157142857142857,NA,NA
1316,Janousek,36.85181,-121.76052,100,10,10.61225,0.497,1.785,NA,NA
1317,Janousek,36.81936,-121.76105,100,7,54.59525000000001,0.27285714285714285,19.414285714285715,NA,NA
1318,Janousek,36.81939,-121.76329,105,8,47.054,0.78375,5.81875,NA,NA
132,Janousek,48.3219,-122.3939,100,4,22.681,0.43,5.7,NA,NA
1320,Janousek,36.81747,-121.75211,100,7,19.6555,0.46571428571428575,5.3428571428571425,NA,NA
1321,Janousek,36.84818,-121.75834,100,7,23.2335,0.6814285714285714,3.282142857142857,NA,NA
1322,Janousek,36.82283,-121.74753,100,9,35.69995,0.5955555555555556,6.816666666666666,NA,NA
1323,Janousek,36.82823,-121.74745,100,7,44.27575,0.6414285714285715,6.939285714285714,NA,NA
1324,Janousek,36.85001,-121.76055,100,9,34.33825,0.6322222222222222,5.805555555555555,NA,NA
1325,Janousek,36.83177,-121.74066,100,7,35.092625,0.6914285714285714,4.735714285714286,NA,NA
1326,Janousek,36.83912,-121.754,100,7,46.63325,0.21571428571428572,24.071428571428573,NA,NA
1329,Janousek,36.85897,-121.75592,100,7,70.369875,0.27999999999999997,29.849999999999998,NA,NA
133,Janousek,48.3526,-122.4633,100,4,8.396,1.1125,1.075,NA,NA
1330,Janousek,36.83359,-121.74287,100,7,22.194375,0.45714285714285713,5.385714285714285,NA,NA
1331,Janousek,36.83905,-121.74727,100,7,34.130250000000004,0.46,8.657142857142857,NA,NA
1332,Janousek,36.8482,-121.76058,100,7,34.951625,0.5714285714285714,6.071428571428571,NA,NA
1333,Janousek,36.84083,-121.745,100,8,32.1435,0.5800000000000001,6.221875,NA,NA
1335,Janousek,36.81751,-121.75659,100,7,31.759,0.5071428571428571,7.682142857142857,NA,NA
1336,Janousek,36.83179,-121.7429,100,7,32.67,0.48142857142857143,6.9071428571428575,NA,NA
1337,Janousek,36.83544,-121.74733,100,7,14.129,0.5914285714285714,2.682142857142857,NA,NA
1338,Janousek,36.84638,-121.75837,100,7,14.59075,0.6228571428571429,2.217857142857143,NA,NA
134,Janousek,48.3527,-122.4635,100,4,11.8665,1.195,1.1,NA,NA
1341,Janousek,36.81754,-121.75883,100,7,32.69,0.5542857142857143,5.925,NA,NA
1342,Janousek,36.83718,-121.74057,100,7,29.68075,0.39571428571428574,7.825,NA,NA
1343,Janousek,36.83001,-121.74517,125,8,45.215625,0.48,8.39375,NA,NA
1344,Janousek,36.8446,-121.76064,100,7,34.25725,1.0871428571428572,3.467857142857143,NA,NA
1345,Janousek,36.83903,-121.74503,100,8,38.0695,0.65625,5.70625,NA,NA
1346,Janousek,36.83182,-121.74515,100,8,32.1065,0.55875,6.2124999999999995,NA,NA
1347,Janousek,36.82643,-121.74748,100,7,38.0375,0.43714285714285717,9.082142857142857,NA,NA
1348,Janousek,36.81384,-121.74992,100,7,25.100875000000002,0.8528571428571429,2.6285714285714286,NA,NA
1349,Janousek,36.84635,-121.75612,100,7,6.97225,0.42857142857142855,2.1357142857142857,NA,NA
135,Janousek,48.3528,-122.4637,100,4,9.054,1.12,1.175,NA,NA
1350,Janousek,36.83725,-121.7473,100,7,20.499125,0.6571428571428571,3.7964285714285713,NA,NA
1352,Janousek,36.82997,-121.74069,100,7,48.70625,0.22571428571428573,21.517857142857142,NA,NA
1353,Janousek,36.81749,-121.75435,100,7,38.397999999999996,0.7157142857142857,5.621428571428572,NA,NA
1354,Janousek,36.81571,-121.75662,100,7,30.337500000000002,0.6228571428571429,4.921428571428572,NA,NA
1355,Janousek,36.84453,-121.75391,100,7,44.9865,0.21142857142857144,21.864285714285714,NA,NA
1356,Janousek,36.83357,-121.74063,100,7,18.37425,0.7414285714285714,2.3642857142857143,NA,NA
1357,Janousek,36.81922,-121.74759,100,7,31.971375,0.7728571428571429,4.385714285714286,NA,NA
1358,Janousek,36.8391,-121.75176,100,7,39.7015,0.5628571428571428,7.003571428571429,NA,NA
136,Janousek,48.3529,-122.4639,100,4,10.905999999999999,1.0675,1.3,NA,NA
1360,Janousek,36.81756,-121.76107,100,7,19.58825,0.6142857142857143,4.25,NA,NA
1361,Janousek,36.83907,-121.74951,100,7,21.01225,0.4014285714285714,5.485714285714286,NA,NA
1362,Janousek,36.83727,-121.74954,100,7,41.1095,0.5814285714285714,7.453571428571428,NA,NA
1363,Janousek,36.81758,-121.76332,100,7,8.1165,1.0371428571428571,0.8714285714285714,NA,NA
1366,Janousek,36.84998,-121.75831,100,7,31.962874999999997,0.5128571428571429,6.242857142857143,NA,NA
1367,Janousek,36.82301,-121.74383,100,7,25.106625,0.6971428571428572,3.960714285714286,NA,NA
1368,Janousek,36.82481,-121.74369,100,7,19.261875,0.5585714285714286,5.328571428571428,NA,NA
137,Janousek,48.353,-122.4642,100,4,12.567,0.9025,1.8,NA,NA
1370,Janousek,36.84816,-121.75609,100,7,47.431124999999994,0.6842857142857143,6.939285714285714,NA,NA
1373,Janousek,36.81917,-121.74311,100,7,29.313,0.44571428571428573,8.089285714285715,NA,NA
1375,Janousek,36.82098,-121.74308,100,7,25.405250000000002,0.5428571428571429,5.057142857142857,NA,NA
1376,Janousek,36.81578,-121.76335,100,7,33.83025,1.1757142857142857,3.6821428571428574,NA,NA
1378,Janousek,36.81386,-121.75217,100,7,19.69425,1.1642857142857144,1.7642857142857142,NA,NA
1379,Janousek,36.85178,-121.75828,100,7,40.15325,0.6285714285714286,6.3,NA,NA
138,Janousek,48.3531,-122.4643,100,4,14.622,0.9675,1.9000000000000001,NA,NA
1380,Janousek,36.85899,-121.75816,105,56,64.799575,0.34232142857142855,18.022321428571427,NA,NA
1381,Janousek,36.81576,-121.7611,105,54,38.117975,0.7094444444444444,4.3523148148148145,NA,NA
1382,Janousek,36.83362,-121.74512,105,56,32.501425,0.4425,5.632589285714285,NA,NA
1383,Janousek,36.82063,-121.74745,105,56,39.468075,0.34910714285714284,11.2125,NA,NA
1384,Janousek,30.514285,-115.983528,100,4,24.848999999999997,0.6174999999999999,5.4750000000000005,NA,NA
1385,Janousek,30.514285,-115.983528,100,4,26.0045,0.6725,5.3,NA,NA
1386,Janousek,30.514285,-115.983528,100,4,28.896,0.52,5.625,NA,NA
1387,Janousek,30.514285,-115.983528,100,4,21.566,0.63,7.125,NA,NA
1388,Janousek,30.514285,-115.983528,100,4,41.5795,0.54,9.5,NA,NA
1389,Janousek,30.414707,-115.983528,100,4,18.631,0.8475,3.475,NA,NA
139,Janousek,43.3359,-124.3281,100,4,43.219,0.57,12.45,NA,NA
1390,Janousek,30.414707,-115.983528,100,4,16.352,0.9600000000000001,2.35,NA,NA
1391,Janousek,30.414707,-115.983528,100,4,16.272,0.8674999999999999,3.375,NA,NA
1392,Janousek,30.414707,-115.983528,100,4,10.078999999999999,1.1075,1.975,NA,NA
1393,Janousek,30.414707,-115.983528,100,4,14.161000000000001,1.275,2.025,NA,NA
1395,Janousek,30.455094,-116.028388,100,4,55.078,0.8475,9.35,NA,NA
1396,Janousek,30.455094,-116.028388,100,4,92.102,0.9600000000000001,9.475,NA,NA
1397,Janousek,30.455094,-116.028388,100,4,19.887000000000004,0.8674999999999999,3.425,NA,NA
1398,Janousek,30.455094,-116.028388,100,4,16.244,1.1075,1.975,NA,NA
1399,Janousek,30.455094,-116.028388,100,4,24.5025,1.275,2.025,NA,NA
14,Janousek,38.1988,-122.0317,25,4,10.72325,0.2525,17.45625,NA,NA
140,Janousek,43.3357,-124.3282,100,4,26.076,0.865,7.75,NA,NA
1401,Janousek,21.76536,-105.49494,30,30,8.3727,0.8153333333333334,3.453333333333333,NA,NA
1402,Janousek,21.76474,-105.49329,30,27,9.0853,0.5603703703703704,5.520370370370371,NA,NA
1404,Janousek,21.77854,-105.49261,30,30,13.7119,0.39266666666666666,11.65,NA,NA
1405,Janousek,21.77823,-105.49039,30,30,8.9019,0.381,7.84,NA,NA
1406,Janousek,21.77824,-105.49018,30,25,11.386099999999999,0.5276,7.068,NA,NA
1407,Janousek,21.79525,-105.4899,30,24,9.8732,0.7029166666666666,4.614583333333333,NA,NA
1408,Janousek,21.79517,-105.48802,30,22,10.4716,0.6072727272727273,5.818181818181818,NA,NA
1409,Janousek,21.82259,-105.48708,30,22,10.03325,0.6895454545454546,5.077272727272727,NA,NA
141,Janousek,43.3355,-124.3282,100,4,27.494000000000003,0.6925,6.175000000000001,NA,NA
1410,Janousek,21.82216,-105.48733,30,26,7.94295,0.6461538461538462,4.609615384615385,NA,NA
1411,Janousek,21.82413,-105.48674,30,26,12.5567,0.3457692307692308,11.773076923076923,NA,NA
1412,Janousek,21.84739,-105.46853,30,30,12.9143,0.4206666666666667,10.37,NA,NA
1413,Janousek,21.84718,-105.47899,50,44,15.5592,1.0047727272727274,3.047727272727273,NA,NA
1414,Janousek,21.88457,-105.47068,30,30,12.7411,1.0423333333333333,4.178333333333334,NA,NA
1415,Janousek,21.88367,-105.47031,30,30,9.12475,1.0856666666666666,2.88,NA,NA
1417,Janousek,37.91953,-122.6884,100,100,39.28375,1.0819,4.3685,NA,NA
1418,Janousek,37.91855,-122.68797,100,100,36.11235,0.8014,5.3565,NA,NA
142,Janousek,43.3354,-124.3283,100,4,21.8745,0.795,8.575,NA,NA
1420,Janousek,37.9177,-122.68858,100,97,29.4047,0.9002061855670103,4.902577319587629,NA,NA
1422,Janousek,40.67758,-124.2176,100,100,31.406299999999998,0.5686,6.3885,NA,NA
1423,Janousek,40.67775,-124.2172,100,100,34.1528,0.5793,6.8004999999999995,NA,NA
1424,Janousek,40.67803,-124.21678,100,100,33.7992,0.5584,7.2565,NA,NA
1426,Janousek,32.79546,-117.22937,100,100,28.3894,1.0375,3.1445,NA,NA
1427,Janousek,32.79455,-117.229,100,99,33.82445,0.6486868686868686,6.655555555555556,NA,NA
1428,Janousek,32.79453,-117.22902,100,100,29.57395,1.1723,3.7265,NA,NA
1429,Janousek,32.79311,-117.23086,100,100,35.2751,0.9135,4.388,NA,NA
143,Janousek,43.3352,-124.3284,100,4,20.524,0.7225,6.3,NA,NA
1431,Janousek,34.10411,-119.09179,100,51,17.06795,1.1494117647058824,1.9794117647058824,NA,NA
1432,Janousek,34.10286,-119.08872,100,100,45.71705,1.5801,2.9615,NA,NA
1433,Janousek,34.10284,-119.08863,50,50,29.66155,1.53,4.058,NA,NA
1434,Janousek,34.10522,-119.08797,51,49,26.134,0.9728571428571429,4.84795918367347,NA,NA
1436,Janousek,35.341,-120.8367,100,100,24.41335,0.8364,4.003,NA,NA
1437,Janousek,35.341,-120.8366,100,100,27.8745,0.7043,5.0425,NA,NA
1439,Janousek,35.3446,-120.8342,100,98,29.54515,0.6751020408163265,5.625510204081633,NA,NA
144,Janousek,43.3351,-124.3284,100,4,18.371,1.4575,1.125,NA,NA
1444,Janousek,35.3426,-120.8392,100,98,32.738550000000004,0.9462244897959183,4.479591836734694,NA,NA
1446,Janousek,40.87302,-124.15101,100,100,29.59955,0.5144,6.82,NA,NA
1448,Janousek,40.8638,-124.15087,100,100,38.5544,0.8567,5.6085,NA,NA
1450,Janousek,40.86228,-124.15372,100,95,31.5592,0.7430526315789474,4.606315789473684,NA,NA
1453,Janousek,40.86382,-124.15084,100,99,32.9302,0.8177777777777778,5.103535353535354,NA,NA
1454,Janousek,40.8629,-124.14893,100,100,33.03585,0.8796,4.7,NA,NA
1455,Janousek,40.86283,-124.1491,100,100,34.5102,0.9067000000000001,4.756,NA,NA
1456,Janousek,38.19453,-122.55325,100,98,36.1077,0.36642857142857144,10.291326530612245,NA,NA
1458,Janousek,38.1689,-122.55103,100,100,39.20665,0.3539,14.028,NA,NA
1459,Janousek,33.7331,-118.0828,100,100,37.0344,0.4583,8.061,NA,NA
1462,Janousek,33.73433,-118.0705,100,100,34.4959,0.6187,8.631,NA,NA
1463,Janousek,33.73495,-118.0837,100,100,26.2125,0.6169,5.415,NA,NA
1464,Janousek,33.73475,-118.08313,100,100,25.0448,0.6983,4.4915,NA,NA
1465,Janousek,33.73592,-118.08227,100,100,35.07775,0.4324,10.109,NA,NA
1467,Janousek,33.73518,-118.08267,100,100,51.5619,0.5622,8.403,NA,NA
1468,Janousek,33.73672,-118.0776,100,100,41.17365,0.3741,13.3505,NA,NA
1469,Janousek,33.73655,-118.07844,100,99,38.43635,0.3652525252525253,13.382828282828283,NA,NA
1472,Janousek,33.73545,-118.07853,100,100,33.30475,0.387,9.7335,NA,NA
1473,Janousek,33.7356,-118.07954,100,98,32.33405,0.5091836734693878,8.048469387755102,NA,NA
1475,Janousek,32.5733,-117.1291,100,99,25.0193,0.5367676767676768,5.093434343434343,NA,NA
1476,Janousek,32.5733,-117.1291,100,82,41.17765,0.6741463414634147,5.5408536585365855,NA,NA
1477,Janousek,32.5741,-117.1288,100,91,21.32545,1.2671428571428571,3.2747252747252746,NA,NA
1479,Janousek,32.5747,-117.1288,100,91,20.8594,1.8057142857142856,1.8703296703296703,NA,NA
1480,Janousek,32.5752,-117.1283,100,100,39.416399999999996,0.6781,6.3345,NA,NA
1481,Janousek,32.5752,-117.1283,100,97,52.94885,0.6944329896907216,7.274742268041237,NA,NA
1482,Janousek,37.45772,-121.97697,100,100,23.242449999999998,0.5835,3.953,NA,NA
1484,Janousek,37.45895,-121.97602,100,100,28.11485,0.6416,4.412,NA,NA
1485,Janousek,37.45877,-121.97975,100,100,23.19905,0.6424,3.6735,NA,NA
1486,Janousek,33.6518,-117.8836,100,97,28.00365,0.8257731958762886,4.505154639175258,NA,NA
1487,Janousek,33.6515,-117.8835,100,100,24.815450000000002,0.9363,3.6885,NA,NA
1488,Janousek,33.6512,-117.8811,100,99,20.0634,0.8511111111111112,3.304040404040404,NA,NA
1489,Janousek,33.65,-117.8822,100,100,25.61135,0.9373,3.849,NA,NA
1490,Janousek,33.64835,-117.88468,100,98,20.426,0.6921428571428572,3.7362244897959185,NA,NA
1492,Janousek,33.65158,-117.88115,100,100,22.3062,0.6728,4.06,NA,NA
1493,Janousek,33.65165,-117.8814,100,100,23.4067,0.7073,3.788,NA,NA
1494,Janousek,40.70412,-124.21617,100,100,33.19985,0.4804,7.452,NA,NA
1495,Janousek,40.70402,-124.21592,100,100,30.95765,0.5079,6.386,NA,NA
1496,Janousek,40.70429,-124.21514,100,100,34.2269,0.5033,7.9875,NA,NA
1497,Janousek,38.0087,-122.4876,100.2,11,97.775075,1.1745454545454546,8.281818181818181,NA,NA
1499,Janousek,38.0343,-122.0992,107.9,8,103.62478500000002,1.05625,11.21875,NA,NA
15,Janousek,38.1986,-122.0309,30,5,10.2475,0.456,7.260000000000001,NA,NA
1500,Janousek,38.0432,-121.8691,102.7,8,64.50196,0.53375,13.58125,NA,NA
1502,Janousek,30.4147,-115.9835,30,3,2.008,1.0733333333333333,0.7000000000000001,NA,NA
1503,Janousek,30.4147,-115.9835,30,3,1.825,1.01,0.6666666666666666,NA,NA
1504,Janousek,25.82808,-111.31658,30,3,17.162000000000003,0.8166666666666667,7,NA,NA
1505,Janousek,25.82792,-111.31689,30,3,34.822,1.3866666666666667,8.366666666666667,NA,NA
